riis on geniaaln,CPU Name,Cores,Price,CPU Mark,CPU Value,Thread Mark,Thread Value,TDP (W),Power Perf.,Test Date,Socket,Category
,Intel Xeon Gold 6126 @ 2.60GHz,12,"$1,160.00","19,223",16.57,"2,019",1.74,125,153.78,Mar 2018,FCLGA3647,Server
,Intel Xeon Gold 6130 @ 2.10GHz,16,"$1,658.00","20,721",12.50,"1,880",1.13,125,165.77,Nov 2017,FCLGA3647,Server
,Intel Xeon Gold 6132 @ 2.60GHz,14,"$2,125.00","19,552",9.20,"2,177",1.02,140,139.66,Apr 2018,FCLGA3647,Server
,Intel Xeon Gold 6134 @ 3.20GHz,8,"$1,898.00","16,511",8.70,"2,257",1.19,130,127.01,Apr 2017,FCLGA3647,Server
,Intel Xeon Gold 6137 @ 3.90GHz,16,NA,"19,365",NA,"2,499",NA,205,94.46,Jan 2019,FCLGA-3647,Server
,Intel Xeon Gold 6138T @ 2.00GHz,20,"$7,136.00","24,800",3.48,"2,050",0.29,125,198.40,Apr 2020,FCLGA3647,Server
,Intel Xeon Gold 6143 @ 2.80GHz,16,NA,"24,786",NA,"2,248",NA,205,120.91,Jul 2019,FCLGA3647,Server
,Intel Xeon Gold 6146 @ 3.20GHz,12,"$3,075.00","23,432",7.62,"2,493",0.81,165,142.01,Mar 2018,FCLGA3647,Server
,Intel Xeon Gold 6152 @ 2.10GHz,22,"$3,298.02","22,291",6.76,"2,155",0.65,140,159.22,Jan 2018,FCLGA3647,Server
,Intel Xeon Gold 6208U @ 2.90GHz,16,"$1,079.85","26,901",24.91,"2,247",2.08,150,179.34,May 2020,FCLGA3647,Server
,Intel Xeon Gold 6212U @ 2.40GHz,24,"$2,000.00*","27,470",13.73,"2,013",1.01,165,166.48,Nov 2019,FCLGA3647,Server
,Intel Xeon Gold 6226R @ 2.90GHz,16,"$1,385.62","26,981",19.47,"2,288",1.65,150,179.88,May 2020,FCLGA3647,Server
,Intel Xeon Gold 6230R @ 2.10GHz,26,"$1,825.00","30,391",16.65,"2,309",1.27,150,202.60,Feb 2021,FCLGA3647,Server
,Intel Xeon Gold 6242 @ 2.80GHz,16,"$2,459.95","26,288",10.69,"2,196",0.89,150,175.26,Aug 2019,FCLGA3647,Server
,Intel Xeon Gold 6246 @ 3.30GHz,12,"$3,113.22*","24,446",7.85,"2,450",0.79,165,148.16,Aug 2019,FCLGA3647,Server
,Intel Xeon Gold 6248 @ 2.50GHz,20,"$2,750.00","31,285",11.38,"2,326",0.85,150,208.57,Aug 2019,FCLGA3647,Server
,Intel Xeon Gold 6252 @ 2.10GHz,24,"$3,657.00","32,410",8.86,"2,143",0.59,150,216.06,Aug 2019,FCLGA3647,Server
,Intel Xeon Gold 6312U @ 2.40GHz,24,"$1,450.00*","43,745",30.17,"2,383",1.64,185,236.46,Nov 2021,FCLGA4189,Server
,Intel Xeon Gold 6334 @ 3.60GHz,8,"$2,570.41*","22,160",8.62,"2,592",1.01,165,134.30,Aug 2021,FCLGA4189,Server
,Intel Xeon Gold 6342 @ 2.80GHz,24,"$3,404.19*","48,330",14.20,"2,453",0.72,230,210.13,Aug 2021,FCLGA4189,Server
,Intel Xeon Gold 6354 @ 3.00GHz,18,"$2,778.60","41,434",14.91,"2,406",0.87,205,202.12,Nov 2021,FCLGA4189,Server
,Intel Xeon L3360 @ 2.83GHz,4,$89.23*,"2,273",25.47,"1,226",13.74,65,34.97,May 2012,LGA775,Server
,Intel Xeon L3426 @ 1.87GHz,4,$227.00,"2,423",10.67,"1,163",5.12,45,53.84,Mar 2010,LGA1156,Server
,Intel Xeon L5310 @ 1.60GHz,4,$112.50*,"1,385",12.31,662,5.88,50,27.70,May 2016,LGA771,Server
,Intel Xeon L5335 @ 2.00GHz,4,$18.79*,"1,678",89.29,827,43.99,50,33.56,Jan 2007,LGA771,Server
,Intel Xeon L5410 @ 2.33GHz,4,$100.08*,"1,921",19.19,"1,029",10.28,50,38.42,Mar 2009,LGA771,Server
,Intel Xeon L5430 @ 2.66GHz,4,$157.95*,"2,210",13.99,"1,144",7.24,50,44.20,Feb 2014,LGA771,Server
,Intel Xeon L5530 @ 2.40GHz,4,$148.37,"2,522",17.00,"1,169",7.88,60,42.03,Oct 2011,LGA1366,Server
,Intel Xeon L5630 @ 2.13GHz,4,$94.99,"2,943",30.98,"1,043",10.98,40,73.57,Jan 2010,LGA1366,Server
,Intel Xeon L5639 @ 2.13GHz,6,NA,"4,419",NA,"1,102",NA,60,73.65,Jul 2013,LGA1366,Server
,Intel Xeon L7455 @ 2.13GHz,6,NA,"2,494",NA,601,NA,65,38.36,Nov 2014,PGA604,Server
,Intel Xeon Platinum 8124M @ 3.00GHz,18,NA,"22,298",NA,"2,051",NA,NA,NA,Nov 2018,FCLGA3647,Server
,Intel Xeon Platinum 8160 @ 2.10GHz,24,"$3,762.96","26,485",7.04,"1,984",0.53,150,176.56,Sep 2017,FCLGA3647,Server
,Intel Xeon Platinum 8168 @ 2.70GHz,24,"$7,689.00","33,503",4.36,"2,157",0.28,205,163.43,Oct 2017,FCLGA3647,Server
,Intel Xeon Platinum 8175M @ 2.50GHz,24,NA,"26,659",NA,"1,903",NA,NA,NA,Aug 2018,FCLGA3647,Server
,Intel Xeon Platinum 8259CL @ 2.50GHz,24,NA,"31,500",NA,"1,863",NA,210,150.00,Feb 2020,LGA 3647,Server
,Intel Xeon Platinum 8268 @ 2.90GHz,24,"$6,005.98*","30,103",5.01,"2,167",0.36,205,146.84,Jun 2019,FCLGA3647,Server
,Intel Xeon Platinum 8358 @ 2.60GHz,32,"$4,455.00*","57,007",12.80,"2,384",0.54,250,228.03,Aug 2021,FCLGA4189,Server
,Intel Xeon Silver 4108 @ 1.80GHz,8,$419.18,"9,302",22.19,"1,535",3.66,85,109.44,Jan 2018,FCLGA3647,Server
,Intel Xeon Silver 4110 @ 2.10GHz,8,$479.47,"10,232",21.34,"1,640",3.42,85,120.38,Oct 2017,FCLGA3647,Server
,Intel Xeon Silver 4114 @ 2.20GHz,10,$599.00,"13,169",21.98,"1,681",2.81,85,154.93,Oct 2017,FCLGA3647,Server
,Intel Xeon Silver 4116T @ 2.10GHz,12,"$1,112.00*","15,187",13.66,"1,781",1.60,85,178.66,Feb 2021,FCLGA3647,Server
,Intel Xeon Silver 4208 @ 2.10GHz,8,$439.00,"11,163",25.43,"1,818",4.14,85,131.33,Jul 2019,FCLGA3647,Server
,Intel Xeon Silver 4210R @ 2.40GHz,10,$517.97,"15,030",29.02,"1,831",3.54,100,150.30,Jun 2020,FCLGA3647,Server
,Intel Xeon Silver 4214R @ 2.40GHz,12,$745.00,"18,857",25.31,"2,020",2.71,100,188.57,May 2020,FCLGA3647,Server
,Intel Xeon Silver 4215 @ 2.50GHz,8,$688.93,"14,439",20.96,"2,060",2.99,85,169.87,Jun 2019,FCLGA3647,Server
,Intel Xeon Silver 4216 @ 2.10GHz,16,$975.14,"19,414",19.91,"1,793",1.84,100,194.14,Aug 2019,FCLGA3647,Server
,Intel Xeon Silver 4310 @ 2.10GHz,12,$556.99,"24,113",43.29,"2,136",3.84,120,200.94,May 2021,FCLGA4189,Server
,Intel Xeon Silver 4314 @ 2.40GHz,16,$753.99,"30,806",40.86,"2,262",3.00,135,228.19,Aug 2021,FCLGA4189,Server
,Intel Xeon W-10855M @ 2.80GHz,6,$450.00*,"13,083",29.07,"2,805",6.23,45,290.74,Aug 2020,FCBGA1440,"Laptop, Server"
,Intel Xeon W-11855M @ 3.20GHz,6,$450.00*,"19,179",42.62,"3,348",7.44,45,426.20,Jun 2021,FCBGA1787,"Laptop, Server"
,Intel Xeon W-1250 @ 3.30GHz,6,$312.39*,"13,912",44.53,"2,869",9.18,80,173.89,Aug 2020,FCLGA1200,Server
,Intel Xeon W-1270 @ 3.40GHz,8,$362.00*,"18,093",49.98,"3,060",8.45,80,226.17,Jul 2020,FCLGA1200,Server
,Intel Xeon W-1270TE @ 2.00GHz,8,$367.00*,"13,553",36.93,"2,796",7.62,35,387.24,Oct 2021,FCLGA1200,Server
,Intel Xeon W-1290E @ 3.50GHz,10,$500.00*,"22,066",44.13,"2,914",5.83,95,232.27,Apr 2021,FCLGA1200,Server
,Intel Xeon W-1290T @ 1.90GHz,10,$494.00*,"18,409",37.27,"2,974",6.02,35,525.98,Jan 2021,FCLGA1200,Server
,Intel Xeon W-1350P @ 4.00GHz,6,$319.99,"20,243",63.26,"3,595",11.23,65,311.43,Nov 2021,FCLGA1200,Server
,Intel Xeon W-1370P @ 3.60GHz,8,$486.99,"25,202",51.75,"3,494",7.17,125,201.62,Jun 2021,FCLGA1200,"Desktop, Server"
,Intel Xeon W-1390P @ 3.50GHz,8,NA,"25,745",NA,"3,325",NA,125,205.96,Sep 2021,FCLGA1200,"Desktop, Server"
,Intel Xeon W-2104 @ 3.20GHz,4,$255.00*,"6,202",24.32,"1,836",7.20,120,51.69,Oct 2018,FCLGA2066,Server
,Intel Xeon W-2125 @ 4.00GHz,4,$998.95*,"9,985",10.00,"2,596",2.60,120,83.21,Dec 2017,FCLGA2066,Server
,Intel Xeon W-2135 @ 3.70GHz,6,"$1,007.70*","14,175",14.07,"2,613",2.59,140,101.25,Nov 2017,FCLGA2066,Server
,Intel Xeon W-2145 @ 3.70GHz,8,"$1,224.67*","18,165",14.83,"2,625",2.14,140,129.75,Dec 2017,FCLGA2066,Server
,Intel Xeon W-2155 @ 3.30GHz,10,"$1,530.39*","21,137",13.81,"2,666",1.74,140,150.98,Jan 2018,FCLGA2066,Server
,Intel Xeon W-2175 @ 2.50GHz,14,$395.00*,"23,121",58.53,"2,484",6.29,140,165.15,Feb 2019,FCLGA2066,Server
,Intel Xeon W-2195 @ 2.30GHz,18,"$1,983.82*","27,325",13.77,"2,413",1.22,140,195.18,Dec 2017,FCLGA2066,Server
,Intel Xeon W-2225 @ 4.10GHz,4,$526.91,"10,959",20.80,"2,678",5.08,105,104.37,Mar 2020,FCLGA2066,Server
,Intel Xeon W-2245 @ 3.90GHz,8,$920.50,"19,486",21.17,"2,769",3.01,155,125.72,Apr 2020,FCLGA2066,Server
,Intel Xeon W-2265 @ 3.50GHz,12,$944.00*,"25,837",27.37,"2,819",2.99,165,156.59,Aug 2020,FCLGA2066,Server
,Intel Xeon W-2295 @ 3.00GHz,18,"$1,333.00*","31,589",23.70,"2,674",2.01,165,191.45,Apr 2020,FCLGA2066,Server
,Intel Xeon W-3223 @ 3.50GHz,8,$820.55*,"17,378",21.18,"2,486",3.03,160,108.61,Aug 2020,FCLGA3647,Server
,Intel Xeon W-3245 @ 3.20GHz,16,"$2,138.70*","30,246",14.14,"2,531",1.18,205,147.54,Oct 2020,FCLGA3647,Server
,Intel Xeon W-3265M @ 2.70GHz,24,"$6,353.00*","39,765",6.26,"2,600",0.41,205,193.98,Oct 2021,FCLGA3647,"Desktop, Server"
,Intel Xeon W-3323 @ 3.50GHz,12,$949.00*,"25,875",27.27,"2,617",2.76,220,117.61,Oct 2021,FCLGA4189,"Desktop, Server"
,Intel Xeon W3505 @ 2.53GHz,2,$14.86*,"1,136",76.47,"1,105",74.38,130,8.74,Apr 2009,LGA1366,Server
,Intel Xeon W3530 @ 2.80GHz,4,$17.99*,"2,978",165.53,"1,329",73.89,130,22.91,May 2010,LGA1366,Server
,Intel Xeon W3550 @ 3.07GHz,4,$49.95*,"3,152",63.11,"1,411",28.26,130,24.25,Sep 2009,LGA1366,Server
,Intel Xeon W3570 @ 3.20GHz,4,$469.95*,"3,354",7.14,"1,520",3.24,130,25.80,Jul 2009,LGA1366,Server
,Intel Xeon W3670 @ 3.20GHz,6,$295.19,"6,545",22.17,"1,499",5.08,130,50.34,Apr 2011,LGA1366,Server
,Intel Xeon W3690 @ 3.47GHz,6,$450.19,"7,183",15.96,"1,602",3.56,130,55.26,Mar 2011,LGA1366,Server
,Intel Xeon W5590 @ 3.33GHz,4,"$1,406.34","3,234",2.30,"1,571",1.12,130,24.88,Sep 2009,LGA1366,Server
,Intel Xeon X3220 @ 2.40GHz,4,$66.14*,"1,819",27.50,942,14.24,105,17.32,Apr 2009,LGA775,Server
,Intel Xeon X3320 @ 2.50GHz,4,$229.50*,"1,986",8.65,"1,097",4.78,95,20.90,Oct 2009,LGA775,Server
,Intel Xeon X3330 @ 2.66GHz,4,$210.00*,"1,928",9.18,"1,160",5.52,95,20.29,Apr 2010,LGA775,Server
,Intel Xeon X3353 @ 2.66GHz,4,$73.50*,"2,229",30.33,"1,173",15.96,80,27.87,Apr 2014,LGA775,Server
,Intel Xeon X3363 @ 2.83GHz,4,$87.60*,"2,255",25.74,"1,240",14.15,80,28.18,Oct 2013,LGA771,Server
,Intel Xeon X3380 @ 3.16GHz,4,$509.95*,"2,308",4.53,"1,335",2.62,95,24.30,Jan 2009,LGA775,Server
,Intel Xeon X3440 @ 2.53GHz,4,$50.00,"2,634",52.67,"1,145",22.90,95,27.72,Oct 2009,LGA1156,Server
,Intel Xeon X3460 @ 2.80GHz,4,$134.08,"2,744",20.47,"1,237",9.23,95,28.89,Jan 2010,LGA1156,Server
,Intel Xeon X3480 @ 3.07GHz,4,NA,"3,261",NA,"1,470",NA,95,34.33,Mar 2012,LGA1156,Server
,Intel Xeon X5270 @ 3.50GHz,2,NA,"1,524",NA,"1,485",NA,80,19.05,Sep 2014,LGA771,Server
,Intel Xeon X5355 @ 2.66GHz,4,$299.95,"1,979",6.60,"1,060",3.53,120,16.49,Mar 2009,LGA771,Server
,Intel Xeon X5450 @ 3.00GHz,4,$49.96*,"2,367",47.37,"1,261",25.24,120,19.72,Feb 2009,LGA771,Server
,Intel Xeon X5470 @ 3.33GHz,4,$179.95*,"2,709",15.05,"1,454",8.08,120,22.57,Mar 2009,LGA771,Server
,Intel Xeon X5482 @ 3.20GHz,4,$99.95*,"2,636",26.37,"1,394",13.95,150,17.57,Mar 2009,LGA771,Server
,Intel Xeon X5550 @ 2.67GHz,4,$49.00,"2,964",60.49,"1,313",26.79,95,31.20,Apr 2009,LGA1366,Server
,Intel Xeon X5570 @ 2.93GHz,4,$100.00,"3,260",32.60,"1,410",14.10,95,34.31,May 2009,LGA1366,Server
,Intel Xeon X5650 @ 2.67GHz,6,$69.19,"5,823",84.16,"1,305",18.87,95,61.30,Feb 2010,LGA1366,Server
,Intel Xeon X5667 @ 3.07GHz,4,$18.04*,"4,534",251.32,"1,452",80.49,95,47.72,Jul 2010,LGA1366,Server
,Intel Xeon X5672 @ 3.20GHz,4,$44.99*,"5,123",113.88,"1,574",34.98,95,53.93,Sep 2011,LGA1366,Server
,Intel Xeon X5677 @ 3.47GHz,4,$110.00*,"5,151",46.83,"1,620",14.73,130,39.62,Mar 2010,LGA1366,Server
,Intel Xeon X5680 @ 3.33GHz,6,$145.00,"6,783",46.78,"1,501",10.35,130,52.18,Apr 2010,LGA1366,Server
,Intel Xeon X5690 @ 3.47GHz,6,$193.78,"6,976",36.00,"1,606",8.29,130,53.66,Mar 2011,LGA1366,Server
,Intel Xeon X6550 @ 2.00GHz,4,$79.00*,"1,936",24.50,390,4.94,130,14.89,Dec 2013,LGA1567,Server
,M7221,4,NA,646,NA,661,NA,NA,NA,NA,Unknown,Mobile/Embedded
,"Mars based on Qualcomm Technologies, Inc SM8350",8,NA,"4,592",NA,"1,986",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6737,4,NA,425,NA,254,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6737T,4,NA,568,NA,397,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6739WW,4,NA,403,NA,266,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6750T,8,NA,"1,084",NA,471,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6753,8,NA,920,NA,331,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6757CD,8,NA,"1,357",NA,592,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6761V/WBB,4,NA,598,NA,398,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6762G,8,NA,"1,039",NA,391,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6762V/CB,8,NA,"1,215",NA,476,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6762V/WA,8,NA,"1,064",NA,405,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6762V/WD,8,NA,"1,319",NA,472,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6763V/CE,8,NA,"2,129",NA,"1,106",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6765G,8,NA,"1,254",NA,480,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6765V/CB,8,NA,"1,594",NA,588,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6769T,8,NA,"2,155",NA,"1,091",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6769V/CU,8,NA,"2,182",NA,"1,082",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6769Z,8,NA,"2,149",NA,"1,078",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6771V/CT,8,NA,"2,206",NA,918,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6771V/WM,8,NA,"1,942",NA,784,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6779V/CE,8,NA,"2,575",NA,"1,213",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6779V/CV,8,NA,"2,205",NA,"1,012",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6785V/CD,8,NA,"2,831",NA,"1,289",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6797T,10,NA,"1,723",NA,533,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT6853T,8,NA,"3,150",NA,"1,481",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT8163,4,NA,498,NA,321,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT8167B,4,NA,332,NA,242,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT8183,8,NA,"1,679",NA,827,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT8768CT,8,NA,"1,661",NA,611,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MediaTek MT8768WT,8,NA,"1,621",NA,605,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Microsoft SQ2 @ 3.15 GHz,8,NA,"4,205",NA,"1,911",NA,NA,NA,Feb 2021,Unknown,Unknown
,Mobile AMD Athlon 4 2400+,1,NA,233,NA,358,NA,NA,NA,Nov 2010,Unknown,Laptop
,Mobile AMD Athlon 64 3400+,1,NA,333,NA,432,NA,81.5,4.08,Feb 2009,Unknown,Laptop
,Mobile AMD Athlon 64 4000+,1,NA,313,NA,338,NA,62,5.04,Mar 2009,Unknown,Laptop
,Mobile AMD Athlon MP-M 2400+,1,NA,192,NA,314,NA,NA,NA,Nov 2012,Unknown,Laptop
,Mobile AMD Athlon XP-M 1800+,1,NA,193,NA,291,NA,45,4.30,Mar 2009,Socket A,Laptop
,Mobile AMD Athlon XP-M 2200+,1,NA,237,NA,363,NA,NA,NA,Mar 2009,Unknown,Laptop
,Mobile AMD Athlon XP-M 2500+,1,NA,226,NA,355,NA,NA,NA,Mar 2009,Unknown,Laptop
,Mobile AMD Athlon XP-M 2800+,1,NA,238,NA,385,NA,NA,NA,May 2009,Unknown,Laptop
,Mobile AMD Sempron 2100+,1,NA,164,NA,203,NA,8,20.49,Aug 2011,S1,"Laptop, Mobile/Embedded"
,Mobile AMD Sempron 2800+,1,NA,237,NA,299,NA,NA,NA,Feb 2009,Unknown,Laptop
,Mobile AMD Sempron 3100+,1,NA,277,NA,359,NA,NA,NA,Jan 2009,Unknown,Laptop
,Mobile AMD Sempron 3300+,1,NA,294,NA,391,NA,NA,NA,Feb 2009,Unknown,Laptop
,Mobile AMD Sempron 3500+,1,NA,290,NA,654,NA,NA,NA,Jan 2009,Unknown,Laptop
,Mobile AMD Sempron 3800+,1,NA,335,NA,735,NA,NA,NA,Dec 2009,Unknown,Laptop
,Mobile Intel Celeron 1.80GHz,1,NA,121,NA,280,NA,66.1,1.83,Jul 2009,PPGA478,Laptop
,Mobile Intel Celeron 2.00GHz,1,NA,133,NA,290,NA,NA,NA,Mar 2009,Unknown,Laptop
,Mobile Intel Celeron 2.40GHz,1,NA,154,NA,376,NA,NA,NA,Feb 2009,Unknown,Laptop
,Mobile Intel Pentium 4 - M 1.80GHz,1,NA,119,NA,297,NA,NA,NA,Mar 2009,Unknown,Laptop
,Mobile Intel Pentium 4 - M 2.20GHz,1,NA,143,NA,388,NA,NA,NA,Feb 2009,Unknown,Laptop
,Mobile Intel Pentium 4 2.66GHz,1,NA,182,NA,425,NA,66.1,2.75,Mar 2009,PGA478,Desktop
,Mobile Intel Pentium 4 3.06GHz,1,NA,220,NA,423,NA,81.8,2.68,Feb 2009,PGA478,Desktop
,Mobile Intel Pentium 4 3.33GHz,1,NA,344,NA,552,NA,NA,NA,Feb 2009,Unknown,Laptop
,Mobile Intel Pentium III - M 933MHz,1,NA,130,NA,177,NA,20.1,6.47,Jul 2009,"BGA2, microPGA2",Laptop
,MT6592,8,NA,521,NA,211,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6735M,4,NA,308,NA,190,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6738,8,NA,692,NA,430,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6739WM,4,NA,291,NA,193,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6752,8,NA,"1,370",NA,467,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6755BM,8,NA,"1,070",NA,520,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6755V/B,8,NA,"1,404",NA,551,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6755V/W,8,NA,"1,390",NA,543,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6755V/WS,8,NA,"1,359",NA,531,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6757WD,8,NA,"1,452",NA,611,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6761V/CAB,4,NA,575,NA,372,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6761V/CD,4,NA,784,NA,488,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6761V/WD,4,NA,529,NA,350,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6762V/CR,8,NA,857,NA,359,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6763V/CT,8,NA,"1,412",NA,492,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6765,8,NA,"1,681",NA,622,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6765V/WB,8,NA,"1,601",NA,592,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6769H,8,NA,"2,031",NA,965,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6769V/CZ,8,NA,"1,898",NA,"1,073",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6781V/CD,8,NA,"3,036",NA,"1,440",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6795,8,NA,"1,088",NA,436,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6795MM,8,NA,618,NA,567,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6797M,10,NA,"1,631",NA,835,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6833P,8,NA,"3,276",NA,"1,579",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6833V/PNZA,8,NA,"2,803",NA,"1,481",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6853V/NZA,8,NA,"2,761",NA,"1,258",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6853V/ZA,8,NA,"3,058",NA,"1,293",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6877V/ZA,8,NA,"3,512",NA,"1,907",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6891,8,NA,"4,758",NA,"1,751",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6893Z/CZA,8,NA,"4,919",NA,"2,000",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6893Z_C/CZA,8,NA,"5,059",NA,"1,801",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT6969T,8,NA,"2,228",NA,"1,125",NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT8167A,4,NA,514,NA,313,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT8735,4,NA,495,NA,299,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT8735T,4,NA,602,NA,365,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT8766A,4,NA,581,NA,380,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT8768WD,8,NA,905,NA,382,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MT8788,8,NA,"1,961",NA,893,NA,NA,NA,NA,Unknown,Mobile/Embedded
,MTK6757,8,NA,"1,158",NA,709,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Nvidia Tegra T210,4,NA,"1,436",NA,764,NA,NA,NA,NA,Unknown,Mobile/Embedded
,"Odin based on Qualcomm Technologies, Inc SM8350",8,NA,"3,767",NA,"1,776",NA,NA,NA,NA,Unknown,Mobile/Embedded
,Pentium Dual-Core T4500 @ 2.30GHz,2,NA,"1,003",NA,944,NA,NA,NA,Apr 2021,Unknown,Unknown
,QCT APQ8064 DEB,4,NA,453,NA,278,NA,NA,NA,NA,Unknown,Mobile/Embedded
,QCT APQ8064 MAKO,4,NA,399,NA,254,NA,NA,NA,NA,Unknown,Unknown
,Qualcomm APQ8026,4,NA,291,NA,176,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Qualcomm MSM 8939 HUAWEI KIW-L21,8,NA,"1,023",NA,351,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Qualcomm MSM 8939 HUAWEI TEXAS-A1,8,NA,"1,085",NA,383,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Qualcomm MSM8226,4,NA,265,NA,176,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Qualcomm MSM8626,4,NA,294,NA,185,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Qualcomm MSM8926,4,NA,288,NA,179,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Qualcomm MSM8937,8,NA,917,NA,343,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Qualcomm MSM8953,8,NA,"1,589",NA,486,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Qualcomm MSM8974PRO-AA,4,NA,587,NA,352,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Qualcomm MSM8974PRO-AC,4,NA,609,NA,371,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Qualcomm MSM8994,8,NA,805,NA,440,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Qualcomm MSM8996PRO-AB,4,NA,"1,422",NA,923,NA,NA,NA,NA,Unknown,Mobile/Embedded
,Qualcomm Snapdragon 8350,8,NA,"4,590",NA,"2,482",NA,NA,NA,NA,Unknown,Mobile/Embedded
,"Qualcomm Technologies, Inc APQ8016",4,NA,330,NA,208,NA,NA,NA,NA,Unknown,Mobile/Embedded
,"Qualcomm Technologies, Inc APQ8053",8,NA,"1,746",NA,572,NA,NA,NA,NA,Unknown,Mobile/Embedded
,"Qualcomm Technologies, Inc APQ8096",4,NA,"1,394",NA,"1,131",NA,NA,NA,NA,Unknown,Mobile/Embedded
